[01:00:09.495926095] (+3.392116762) 0 heap_free: { pid = 6, address = 0x200190F0, real_alloc = 40, user_alloc = 32 }
[01:00:09.519690666] (+0.023764571) 0 heap_free: { pid = 6, address = 0x20019110, real_alloc = 56, user_alloc = 48 }
[01:00:09.519710666] (+0.000020000) 0 heap_free: { pid = 6, address = 0x20018FD0, real_alloc = 40, user_alloc = 32 }
[01:00:09.519727238] (+0.000016572) 0 heap_free: { pid = 6, address = 0x20019020, real_alloc = 216, user_alloc = 208 }
[01:00:09.545024761] (+0.025297523) 0 heap_free: { pid = 6, address = 0x20018E40, real_alloc = 24, user_alloc = 16 }
[01:00:09.586586952] (+0.041562191) 0 heap_free: { pid = 6, address = 0x20018F30, real_alloc = 56, user_alloc = 48 }
[01:00:09.586611428] (+0.000024476) 0 heap_free: { pid = 6, address = 0x20018E20, real_alloc = 40, user_alloc = 32 }
[01:00:09.586627714] (+0.000016286) 0 heap_free: { pid = 6, address = 0x20018E60, real_alloc = 216, user_alloc = 208 }
[01:00:09.586649428] (+0.000021714) 0 heap_free: { pid = 6, address = 0x20018E50, real_alloc = 24, user_alloc = 16 }
[01:00:09.586669619] (+0.000020191) 0 heap_free: { pid = 6, address = 0x20018F80, real_alloc = 24, user_alloc = 16 }
[01:00:09.586690190] (+0.000020571) 0 heap_free: { pid = 6, address = 0x20018F60, real_alloc = 40, user_alloc = 32 }
[01:00:09.586710666] (+0.000020476) 0 heap_free: { pid = 6, address = 0x1000FFD0, real_alloc = 24, user_alloc = 16 }
[01:00:09.586726952] (+0.000016286) 0 heap_free: { pid = 6, address = 0x20018DB0, real_alloc = 40, user_alloc = 32 }
[01:00:09.586745142] (+0.000018190) 0 heap_free: { pid = 6, address = 0x20018D90, real_alloc = 40, user_alloc = 32 }
[01:00:09.586766000] (+0.000020858) 0 heap_free: { pid = 6, address = 0x20018DF0, real_alloc = 56, user_alloc = 48 }
[01:00:09.586786380] (+0.000020380) 0 heap_free: { pid = 6, address = 0x20017480, real_alloc = 24, user_alloc = 16 }
[01:00:09.586802380] (+0.000016000) 0 heap_free: { pid = 6, address = 0x20018D70, real_alloc = 40, user_alloc = 32 }
[01:00:09.586818380] (+0.000016000) 0 heap_free: { pid = 6, address = 0x20018D50, real_alloc = 40, user_alloc = 32 }
[01:00:09.586834380] (+0.000016000) 0 heap_free: { pid = 6, address = 0x20018D10, real_alloc = 72, user_alloc = 64 }
[01:00:09.586856095] (+0.000021715) 0 measurement_stop:
[01:00:09.732658476] (+0.145802381) 0 measurement_stop:
[01:00:09.733354857] (+0.000696381) 0 heap_free: { pid = 6, address = 0x20018320, real_alloc = 88, user_alloc = 80 }
[01:00:09.733378190] (+0.000023333) 0 heap_free: { pid = 6, address = 0x20018370, real_alloc = 88, user_alloc = 80 }
[01:00:09.733395714] (+0.000017524) 0 heap_free: { pid = 6, address = 0x200183C0, real_alloc = 88, user_alloc = 80 }
[01:00:09.733420095] (+0.000024381) 0 heap_free: { pid = 3, address = 0x10000010, real_alloc = 65016, user_alloc = 65008 }
[01:00:09.733437333] (+0.000017238) 0 heap_free: { pid = 3, address = 0x20018030, real_alloc = 264, user_alloc = 256 }
[01:00:09.733476857] (+0.000039524) 0 heap_free: { pid = 5, address = 0x20018130, real_alloc = 504, user_alloc = 496 }
